evtm,evla,evlo,evdp,mag,id_cmt,id_ctm,id_dmt,id_fmt_ctm,id_fmt_htm
2008-12-09T17:29:01.900000Z,-15.98,168.04,236.7,6.04,C200812091728A,20081209T172901M604Z237,20081209_172901.a,20081209172901,20081209172858
2008-12-09T18:51:15.900000Z,-20.89,-178.62,607.4,5.69,B200812091851A,20081209T185115M569Z607,20081209_185115.a,20081209185115,20081209185114
2008-12-09T22:52:39.300000Z,30.33,67.51,15.9,5.67,C200812092252A,20081209T225239M567Z016,20081209_225239.a,20081209225239,20081209225237
2008-12-10T13:15:39.200000Z,-12.33,166.32,67.2,5.99,C200812101315A,20081210T131539M599Z067,20081210_131539.a,20081210131539,20081210131534
2008-12-11T17:06:11.000000Z,-3.94,100.42,16.0,5.67,C200812111706A,20081211T170611M567Z016,20081211_170611.a,20081211170611,20081211170606
2008-12-11T21:40:54.000000Z,0.0,123.64,134.9,5.91,C200812112140A,20081211T214054M591Z135,20081211_214054.a,20081211214054,20081211214052
2008-12-13T08:45:37.100000Z,-49.12,123.86,12.0,5.93,C200812130845A,20081213T084537M593Z012,20081213_084537.a,20081213084537,20081213084536
2008-12-13T22:37:25.100000Z,-14.26,166.59,22.2,5.6,C200812132237A,20081213T223725M560Z022,20081213_223725.a,20081213223725,20081213223720
2008-12-17T10:56:02.600000Z,-17.77,-178.3,547.8,5.81,C200812171055A,20081217T105602M581Z548,20081217_105602.a,20081217105602,20081217105559
2008-12-18T20:57:40.700000Z,-23.84,-179.65,562.4,5.55,B200812182057A,20081218T205740M555Z562,20081218_205740.a,20081218205740,20081218205739
2008-12-18T21:19:33.600000Z,-32.63,-72.13,22.5,6.13,C200812182119A,20081218T211933M613Z022,20081218_211933.a,20081218211933,20081218211928
2008-12-18T21:50:34.000000Z,-32.62,-72.11,20.7,5.85,C200812182150A,20081218T215034M585Z021,20081218_215034.a,20081218215034,20081218215028
2008-12-19T08:31:55.500000Z,46.92,-27.13,12.0,5.85,C200812190831A,20081219T083155M585Z012,20081219_083155.a,20081219083155,20081219083151
2008-12-19T09:36:08.800000Z,-32.56,-72.1,23.1,5.72,C200812190936A,20081219T093608M572Z023,20081219_093608.a,20081219093608,20081219093604
2008-12-20T10:29:29.200000Z,36.56,142.54,12.0,6.33,C200812201029A,20081220T102929M633Z012,20081220_102929.a,20081220102929,20081220102923
2008-12-20T15:43:06.700000Z,8.89,126.84,20.6,5.61,C200812201543A,20081220T154306M561Z021,20081220_154306.a,20081220154306,20081220154308
2008-12-20T17:44:47.800000Z,-2.65,139.01,31.2,5.55,C200812201744A,20081220T174447M555Z031,20081220_174447.a,20081220174447,20081220174445
2008-12-20T21:05:22.400000Z,-31.23,-13.27,12.0,5.78,C200812202105A,20081220T210522M578Z012,20081220_210522.a,20081220210522,20081220210516
2008-12-21T09:16:49.000000Z,36.63,142.41,12.0,5.87,C200812210916A,20081221T091649M587Z012,20081221_091649.a,20081221091649,20081221091644
2008-12-23T11:15:25.300000Z,-6.67,154.8,45.4,5.89,C200812231115A,20081223T111525M589Z045,20081223_111525.a,20081223111525,20081223111518
2008-12-24T09:11:38.900000Z,-17.31,-171.59,12.0,5.97,C200812240911A,20081224T091138M597Z012,20081224_091138.a,20081224091138,20081224091134
2008-12-25T00:10:51.000000Z,-18.31,176.73,12.0,5.52,C200812250010A,20081225T001051M552Z012,20081225_001051.a,20081225001051,20081225001047
2008-12-25T03:20:30.200000Z,5.74,125.66,198.3,6.29,C200812250320A,20081225T032030M629Z198,20081225_032030.a,20081225032030,20081225032029
2008-12-25T08:11:59.800000Z,48.78,-129.06,12.0,5.82,C200812250811A,20081225T081159M582Z012,20081225_081159.a,20081225081159,20081225081158
2008-12-25T22:40:26.500000Z,23.22,64.36,12.0,5.84,C200812252240A,20081225T224026M584Z012,20081225_224026.a,20081225224026,20081225224023
2008-12-29T03:37:43.100000Z,36.48,70.91,154.7,5.82,C200812290337A,20081229T033743M582Z155,20081229_033743.a,20081229033743,20081229033741
2008-12-30T19:49:56.600000Z,-4.63,100.89,23.4,5.92,C200812301949A,20081230T194956M592Z023,20081230_194956.a,20081230194956,20081230194952
