evid,date_time,evt_lat,evt_lon,evt_dep,evt_mag,channel,nslc,stla,stlo,stel,phase,tdelay,tderr,ccmx,ttaup,tp_obs,tp_syn,Ap_obs,Ap_syn,dist,az,baz,mid_lat,mid_lon
C200801161154A,2008-01-16T11:54:51.300000Z,32.35,85.29,12.0,5.89,T,IU_PET.00.LHT,53.023,158.65,105.0,S,-6.8,1.2,0.97,1035.85,1039.01,1045.2,2.97e-07,1.07e-06,55.158,44.739,279.097,48.802,114.85
C200801161154A,2008-01-16T11:54:51.300000Z,32.35,85.29,12.0,5.89,T,IU_TRQA.00.LHT,-38.057,-61.979,439.0,SS,-6.6,1.2,0.93,2593.71,2602.9,2605.2,4.53e-07,9.57e-07,152.833,248.678,92.369,-10.113,18.528
C200801161154A,2008-01-16T11:54:51.300000Z,32.35,85.29,12.0,5.89,T,IU_WVT.00.LHT,36.13,-87.83,170.0,SS,-2.3,0.75,0.84,2089.78,2089.01,2098.2,2.95e-07,7.74e-07,111.423,354.057,6.216,84.65,19.178
C200801161154A,2008-01-16T11:54:51.300000Z,32.35,85.29,12.0,5.89,T,IU_YSS.00.LHT,46.959,142.76,148.0,S,-4.35,2.15,0.94,902.51,900.61,911.2,4.06e-07,1.68e-06,45.576,53.868,272.737,43.36,110.703
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_ANMO.00.LHT,34.946,-106.457,1671.0,SS,-6.2,1.7,0.94,1489.88,1493.35,1498.21,2.76e-07,3.86e-07,69.852,5.011,185.007,-0.032,-109.317
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_CASY.00.LHT,-66.279,110.535,5.0,S,0.25,1.0,0.96,1264.78,1274.02,1275.21,2.5e-07,6.04e-07,73.733,196.547,144.63,-68.432,-139.765
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_INCN.00.LHT,37.478,126.624,79.0,SS,9.15,2.55,0.94,2367.32,2381.02,2375.21,2.13e-07,4.95e-07,133.265,290.999,105.547,2.534,-171.172
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_KBS.00.LHT,78.915,11.938,87.0,SS,6.2,2.4,0.93,2333.22,2349.02,2337.21,2.15e-07,4.5e-07,130.469,12.127,296.742,29.422,-99.565
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_KIEV.00.LHT,50.701,29.224,140.0,SS,3.05,1.45,0.93,2540.67,2549.04,2544.21,1.7e-07,3.72e-07,148.105,48.45,284.781,21.62,-61.597
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_LCO.00.LHT,-29.011,-70.7,2300.0,ScSScSScS,-13.8,1.65,0.87,2839.43,2830.12,2837.21,9.19e-08,2.35e-07,35.494,92.156,249.423,-33.768,-90.733
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_LVC.00.LHT,-22.613,-68.911,2930.0,S,-0.95,1.35,0.95,814.06,819.02,824.21,5.63e-07,7.35e-07,39.599,83.712,241.941,-30.618,-89.195
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_MAJO.00.LHT,36.546,138.204,405.0,SS,9.15,2.1,0.95,2254.86,2267.02,2263.21,2.7e-07,5.17e-07,124.176,293.594,110.9,1.342,-166.204
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_OTAV.00.LHT,0.238,-78.451,3495.0,S,6.2,0.6,0.93,924.76,934.01,926.21,4.81e-07,5.29e-07,47.165,49.295,218.433,-18.13,-93.597
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_OTAV.00.LHT,0.238,-78.451,3495.0,SS,-17.4,2.95,0.82,1133.64,1141.01,1141.21,3.52e-07,1.63e-06,47.165,49.295,218.433,-18.13,-93.597
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_PAYG.00.LHT,-0.674,-90.286,269.3,S,5.15,1.65,0.97,817.51,825.02,819.21,4.28e-07,7.25e-07,39.83,35.652,208.552,-18.165,-100.137
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_POHA.00.LHT,19.757,-155.533,1989.0,S,4.85,3.4,0.87,1202.05,1212.01,1208.21,9.24e-07,3.2e-07,68.325,315.849,142.654,-8.217,-135.429
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_RAR.00.LHT,-21.212,-159.773,28.0,S,8.3,2.4,0.88,876.15,886.04,880.21,8.07e-07,9.91e-07,43.796,275.251,118.899,-30.283,-137.601
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_SBA.00.LHT,-77.849,166.757,48.0,S,8.5,2.45,0.93,1021.26,1038.01,1030.21,7.66e-07,8.36e-07,54.114,194.924,89.781,-60.571,-125.924
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_TRQA.00.LHT,-38.057,-61.979,439.0,S,-1.3,1.85,0.95,820.85,824.02,829.21,8.58e-07,9.82e-07,40.053,109.612,258.432,-39.298,-87.606
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_TUC.00.LHT,32.31,-110.785,909.0,S,4.75,1.85,0.98,1186.52,1196.04,1191.21,4.05e-07,5.39e-07,67.03,1.284,181.245,-1.354,-111.472
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_TUC.00.LHT,32.31,-110.785,909.0,SS,7.0,1.25,0.92,1446.35,1454.04,1453.21,2.75e-07,3.76e-07,67.03,1.284,181.245,-1.354,-111.472
C200801200609A,2008-01-20T06:09:00.000000Z,-35.01,-112.18,14.0,5.59,T,IU_ULN.00.LHT,47.865,107.053,1610.0,SSS,6.5,2.45,0.82,2877.99,2885.04,2890.21,1.28e-07,4.73e-07,148.299,306.094,80.331,18.118,-166.919
C200801201841A,2008-01-20T18:41:53.000000Z,-44.88,167.0,14.1,5.53,T,IU_ADK.00.LHT,51.882,-176.684,130.0,ScSScS,2.65,1.25,0.89,2236.1,2249.05,2243.23,1.34e-07,2.28e-07,97.448,10.122,191.634,3.557,174.593
C200801201841A,2008-01-20T18:41:53.000000Z,-44.88,167.0,14.1,5.53,T,IU_CASY.00.LHT,-66.279,110.535,5.0,S,-0.3,0.4,0.97,769.17,774.02,771.23,1.63e-07,5.59e-07,36.631,214.331,82.861,-58.62,147.174
C200801201841A,2008-01-20T18:41:53.000000Z,-44.88,167.0,14.1,5.53,T,IU_COR.00.LHT,44.586,-123.305,110.0,SS,6.75,1.45,0.96,2049.37,2061.04,2055.23,9.44e-08,3.19e-07,108.456,44.981,224.692,-0.18,-158.051
C200801201841A,2008-01-20T18:41:53.000000Z,-44.88,167.0,14.1,5.53,T,IU_GUMO.00.LHT,13.589,144.868,61.0,S,1.55,2.25,0.89,1119.34,1118.02,1121.23,3.4e-07,5.92e-07,61.603,335.353,162.274,-15.958,154.185
C200801201841A,2008-01-20T18:41:53.000000Z,-44.88,167.0,14.1,5.53,T,IU_HNR.00.LHT,-9.439,159.948,99.0,S,4.0,1.05,0.97,757.19,765.01,757.23,5.81e-07,6.7e-07,35.846,348.049,171.432,-27.224,162.898
C200801201841A,2008-01-20T18:41:53.000000Z,-44.88,167.0,14.1,5.53,T,IU_KIEV.00.LHT,50.701,29.224,140.0,SS,0.25,1.6,0.85,2577.23,2576.04,2578.23,4.37e-08,1.87e-07,151.388,296.98,94.681,8.053,106.403
C200801201841A,2008-01-20T18:41:53.000000Z,-44.88,167.0,14.1,5.53,T,IU_KIP.00.LHT,21.42,-158.011,77.0,S,2.75,0.95,0.99,1260.38,1265.01,1261.23,2.22e-07,4.83e-07,73.347,33.946,205.186,-12.31,-173.067
C200801201841A,2008-01-20T18:41:53.000000Z,-44.88,167.0,14.1,5.53,T,IU_LSZ.00.LHT,-15.278,28.188,1200.0,SS,0.65,0.45,0.82,2061.12,2069.04,2065.23,9.75e-08,3.93e-07,109.327,222.159,150.414,-56.878,75.479
C200801201841A,2008-01-20T18:41:53.000000Z,-44.88,167.0,14.1,5.53,T,IU_PET.00.LHT,53.023,158.65,105.0,SSS,1.45,1.5,0.91,2129.25,2136.01,2134.23,9.89e-08,3.37e-07,97.829,354.916,174.011,4.106,163.166
C200801202026A,2008-01-20T20:26:10.900000Z,2.68,126.86,39.8,6.08,T,IU_ADK.00.LHT,51.882,-176.684,130.0,S,-2.2,1.35,0.98,1189.13,1191.05,1191.26,1.68e-06,2.72e-06,67.768,33.877,244.179,30.203,147.889
C200801202026A,2008-01-20T20:26:10.900000Z,2.68,126.86,39.8,6.08,T,IU_ADK.00.LHT,51.882,-176.684,130.0,SS,-8.35,2.05,0.88,1451.94,1444.05,1455.26,1.17e-06,2.08e-06,67.768,33.877,244.179,30.203,147.889
C200801202026A,2008-01-20T20:26:10.900000Z,2.68,126.86,39.8,6.08,T,IU_HKT.00.LHT,29.962,-95.838,-863.0,SS,-0.05,2.45,0.88,2295.33,2305.05,2297.26,1.28e-06,1.27e-06,127.903,47.933,301.214,38.572,-174.788
C200801202026A,2008-01-20T20:26:10.900000Z,2.68,126.86,39.8,6.08,T,IU_INCN.00.LHT,37.478,126.624,79.0,S,4.1,1.55,0.92,733.07,739.5,737.26,2.26e-06,4.24e-06,34.654,359.67,179.585,20.096,126.755
C200801202026A,2008-01-20T20:26:10.900000Z,2.68,126.86,39.8,6.08,T,IU_JOHN.00.LHT,16.733,-169.529,2.5,S,-5.05,1.25,0.87,1143.74,1147.02,1163.26,1.64e-06,3e-06,64.042,72.744,264.781,11.393,157.921
C200801202026A,2008-01-20T20:26:10.900000Z,2.68,126.86,39.8,6.08,T,IU_KNTN.00.LHT,-2.774,-171.719,18.0,S,-4.65,1.55,0.96,1114.48,1118.02,1130.26,2.16e-06,4.03e-06,61.705,94.573,274.518,-0.055,157.569
C200801202026A,2008-01-20T20:26:10.900000Z,2.68,126.86,39.8,6.08,T,IU_SDV.00.LHT,8.884,-70.634,1588.0,SSS,-1.0,1.95,0.87,3022.68,3041.04,3047.26,2.3e-07,1.89e-06,159.202,55.684,303.385,34.314,-153.962
C200801202026A,2008-01-20T20:26:10.900000Z,2.68,126.86,39.8,6.08,T,IU_SJG.00.LHT,18.109,-66.15,420.0,SS,-1.4,2.2,0.85,2617.33,2624.01,2616.26,1.28e-06,1.97e-06,155.643,30.733,327.526,58.225,-162.074
C200801202026A,2008-01-20T20:26:10.900000Z,2.68,126.86,39.8,6.08,T,IU_TIXI.00.LHT,71.634,128.867,40.0,S,-2.55,1.4,0.95,1202.07,1201.52,1207.26,1.07e-06,3.54e-06,68.855,0.681,182.152,37.249,127.342
C200801202026A,2008-01-20T20:26:10.900000Z,2.68,126.86,39.8,6.08,T,IU_TIXI.00.LHT,71.634,128.867,40.0,SS,1.9,1.65,0.93,1468.7,1476.52,1473.26,1.06e-06,2.77e-06,68.855,0.681,182.152,37.249,127.342
C200801202026A,2008-01-20T20:26:10.900000Z,2.68,126.86,39.8,6.08,T,IU_YAK.00.LHT,62.031,129.68,96.0,S,-1.5,1.65,0.9,1083.06,1084.02,1088.26,1.4e-06,4.16e-06,59.25,1.544,183.282,32.426,127.762
C200801202026A,2008-01-20T20:26:10.900000Z,2.68,126.86,39.8,6.08,T,IU_YSS.00.LHT,46.959,142.76,148.0,S,-0.4,1.6,0.92,905.54,906.04,910.26,1.86e-06,5.31e-06,46.24,15.052,202.296,25.056,133.311
C200801211224A,2008-01-21T12:24:30.900000Z,-35.01,-112.11,16.2,5.76,T,IU_CCM.00.LHT,38.056,-91.245,171.5,S,-2.6,1.8,0.82,1281.52,1289.03,1288.22,5.86e-08,8.99e-07,75.285,16.915,197.613,1.554,-101.885
C200801211224A,2008-01-21T12:24:30.900000Z,-35.01,-112.11,16.2,5.76,T,IU_CCM.00.LHT,38.056,-91.245,171.5,SS,-3.25,1.45,0.93,1572.26,1581.03,1583.22,2.17e-07,5.22e-07,75.285,16.915,197.613,1.554,-101.885
C200801211224A,2008-01-21T12:24:30.900000Z,-35.01,-112.11,16.2,5.76,T,IU_KBS.00.LHT,78.915,11.938,87.0,SSS,-23.5,1.45,0.86,2621.74,2627.02,2639.22,1.02e-07,5.57e-07,130.457,12.135,296.668,29.415,-99.488
C200801211224A,2008-01-21T12:24:30.900000Z,-35.01,-112.11,16.2,5.76,T,IU_KIEV.00.LHT,50.701,29.224,140.0,SS,0.3,2.15,0.89,2539.57,2536.04,2542.22,2.72e-07,1.39e-06,148.062,48.472,284.709,21.591,-61.526
C200801211224A,2008-01-21T12:24:30.900000Z,-35.01,-112.11,16.2,5.76,T,IU_KIEV.00.LHT,50.701,29.224,140.0,SSS,1.8,2.2,0.86,2874.08,2877.04,2880.22,2.15e-07,1.09e-06,148.062,48.472,284.709,21.591,-61.526
C200801211224A,2008-01-21T12:24:30.900000Z,-35.01,-112.11,16.2,5.76,T,IU_LSZ.00.LHT,-15.278,28.188,1200.0,SS,-6.35,1.65,0.83,2166.47,2167.04,2183.22,1.95e-07,9.28e-07,117.33,136.288,215.961,-53.593,-29.243
C200801211224A,2008-01-21T12:24:30.900000Z,-35.01,-112.11,16.2,5.76,T,IU_OTAV.00.LHT,0.238,-78.451,3495.0,SS,7.75,2.25,0.82,1132.36,1140.01,1140.22,1.34e-06,6.24e-06,47.122,49.22,218.381,-18.127,-93.566
C200801211224A,2008-01-21T12:24:30.900000Z,-35.01,-112.11,16.2,5.76,T,IU_PAYG.00.LHT,-0.674,-90.286,269.3,S,6.5,1.35,0.94,816.43,830.79,818.22,9.11e-07,1.42e-06,39.796,35.556,208.479,-18.163,-100.106
C200801211224A,2008-01-21T12:24:30.900000Z,-35.01,-112.11,16.2,5.76,T,IU_RAR.00.LHT,-21.212,-159.773,28.0,S,-0.6,1.45,0.96,876.4,886.02,887.22,1.1e-06,2.21e-06,43.853,275.205,118.892,-30.29,-137.569
C200801211224A,2008-01-21T12:24:30.900000Z,-35.01,-112.11,16.2,5.76,T,IU_SBA.00.LHT,-77.849,166.757,48.0,S,13.4,1.2,0.94,1020.87,1040.01,1023.22,3.57e-07,8.65e-07,54.129,194.924,89.849,-60.578,-125.86
C200801211224A,2008-01-21T12:24:30.900000Z,-35.01,-112.11,16.2,5.76,T,IU_SDV.00.LHT,8.884,-70.634,1588.0,S,-1.0,1.65,0.97,1081.57,1080.04,1084.22,9.28e-07,2.13e-06,58.707,50.066,219.517,-13.95,-89.354
C200801211224A,2008-01-21T12:24:30.900000Z,-35.01,-112.11,16.2,5.76,T,IU_SDV.00.LHT,8.884,-70.634,1588.0,SS,0.65,0.75,0.92,1316.01,1317.04,1319.22,7.23e-07,1.37e-06,58.707,50.066,219.517,-13.95,-89.354
C200801211224A,2008-01-21T12:24:30.900000Z,-35.01,-112.11,16.2,5.76,T,IU_SJG.00.LHT,18.109,-66.15,420.0,S,-0.85,0.9,0.99,1204.36,1205.01,1206.22,1.09e-06,1.43e-06,68.571,47.331,219.354,-9.185,-87.334
C200801211224A,2008-01-21T12:24:30.900000Z,-35.01,-112.11,16.2,5.76,T,IU_ULN.00.LHT,47.865,107.053,1610.0,SS,7.8,1.65,0.94,2542.75,2553.04,2547.22,1.84e-07,9.73e-07,148.345,306.109,80.266,18.145,-166.855
C200801211224A,2008-01-21T12:24:30.900000Z,-35.01,-112.11,16.2,5.76,T,IU_YAK.00.LHT,62.031,129.68,96.0,SS,0.05,2.3,0.94,2367.98,2369.55,2371.22,2.53e-07,6.63e-07,133.37,325.223,84.044,23.256,-146.782
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_BBSR.00.LHT,32.371,-64.696,-1.3,SS,-0.65,2.05,0.83,2139.54,2160.02,2157.27,6.72e-07,8.58e-07,115.237,61.076,267.548,14.806,-125.388
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_BBSR.00.LHT,32.371,-64.696,-1.3,sScSScSScS,9.35,1.6,0.86,3171.11,3188.02,3189.27,5.8e-07,1.29e-06,115.237,61.076,267.548,14.806,-125.388
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_CASY.00.LHT,-66.279,110.535,5.0,S,-8.5,2.65,0.92,1219.29,1220.02,1228.27,7.01e-07,2.25e-06,69.797,204.45,81.926,-45.995,164.96
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_CHTO.00.LHT,18.814,98.944,420.0,SSS,-4.4,1.95,0.93,2024.74,2030.02,2032.27,8.76e-07,1.93e-06,91.135,289.085,105.611,2.441,142.393
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_GRFO.00.LHT,49.691,11.22,384.0,SS,-1.2,2.2,0.91,2507.11,2510.02,2516.27,6.31e-07,1.55e-06,145.158,352.802,10.752,56.809,172.267
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_GRFO.00.LHT,49.691,11.22,384.0,SSS,6.95,2.9,0.91,2833.62,2852.02,2844.27,4.31e-07,1.82e-06,145.158,352.802,10.752,56.809,172.267
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_KBL.00.LHT,34.541,69.043,1913.0,SS,0.45,2.7,0.88,2197.54,2203.0,2208.27,7.15e-07,1.48e-06,119.695,301.331,88.407,17.709,134.09
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_KONO.00.LHT,59.649,9.598,-124.0,SS,0.15,2.2,0.96,2393.36,2398.04,2402.27,7.22e-07,1.77e-06,135.44,356.575,6.535,52.57,179.631
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_LVC.00.LHT,-22.613,-68.911,2930.0,SS,8.15,3.4,0.85,1914.36,1929.4,1928.27,1.46e-06,2.14e-06,98.661,116.372,249.409,-29.827,-123.72
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_MBWA.00.LHT,-21.159,119.731,88.0,S,-6.25,2.95,0.88,1121.77,1116.04,1126.27,8.38e-07,1.74e-06,61.806,253.874,96.473,-21.334,152.898
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_MIDW.00.LHT,28.216,-177.37,17.0,S,2.2,2.65,0.86,868.76,879.05,875.27,3.47e-06,4.14e-06,43.301,357.167,176.899,6.493,-176.22
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_OTAV.00.LHT,0.238,-78.451,3495.0,SSS,-20.9,1.25,0.84,2110.69,2128.01,2126.27,5.21e-07,1.43e-06,96.643,91.622,254.716,-11.25,-125.661
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_PET.00.LHT,53.023,158.65,105.0,S,0.35,2.65,0.91,1241.16,1243.01,1244.27,1.19e-06,1.58e-06,71.676,343.703,153.305,19.387,174.817
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_PET.00.LHT,53.023,158.65,105.0,ScSScSScS,19.3,1.8,0.85,2948.96,2968.01,2960.27,8.79e-07,2.36e-06,71.676,343.703,153.305,19.387,174.817
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_QSPA.00.LHT,-89.929,144.438,2847.0,SS,6.35,1.35,0.95,1564.22,1580.01,1573.27,2.07e-06,2.49e-06,74.727,180.048,40.405,-52.7,-175.218
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_SBA.00.LHT,-77.849,166.757,48.0,S,2.7,2.45,0.89,1139.64,1150.0,1148.27,2.53e-06,2.75e-06,63.226,184.21,19.603,-46.837,-178.385
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_SDV.00.LHT,8.884,-70.634,1588.0,SS,2.85,0.35,0.95,2020.56,2031.04,2033.27,7.46e-07,2.38e-06,106.341,85.091,256.673,-5.214,-122.025
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_SJG.00.LHT,18.109,-66.15,420.0,SS,0.95,0.8,0.91,2102.65,2120.01,2116.27,1.56e-06,1.6e-06,112.443,76.439,260.637,2.474,-121.259
C200801220755A,2008-01-22T07:55:53.900000Z,-15.25,-175.17,14.6,6.02,T,IU_TEIG.00.LHT,20.226,-88.276,-71.0,SS,-10.9,1.8,0.82,1825.87,1841.05,1839.27,6.72e-07,1.54e-06,92.426,69.81,254.763,3.436,-132.474
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_CASY.00.LHT,-66.279,110.535,5.0,S,-7.65,1.2,0.95,1219.12,1219.02,1225.21,9.87e-07,3.48e-06,69.759,204.438,81.786,-45.964,164.85
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_CHTO.00.LHT,18.814,98.944,420.0,SSS,-2.0,2.15,0.94,2022.9,2023.02,2027.21,1.23e-06,2.87e-06,91.001,289.121,105.637,2.452,142.324
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_COR.00.LHT,44.586,-123.305,110.0,SS,4.8,1.45,0.86,1584.43,1586.04,1590.21,1.8e-06,2.83e-06,76.043,35.456,231.7,16.255,-153.495
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_DAV.00.LHT,7.07,125.579,149.0,S,-0.25,1.75,0.86,1133.11,1142.02,1137.21,2.35e-06,4.13e-06,62.683,286.393,111.106,-4.694,154.68
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_GUMO.00.LHT,13.589,144.868,61.0,S,0.6,2.55,0.92,947.38,954.02,954.21,5.84e-06,5.87e-06,48.754,304.007,124.621,-0.874,164.703
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_KBL.00.LHT,34.541,69.043,1913.0,SS,0.75,2.2,0.91,2196.19,2201.0,2204.21,1.27e-06,2.91e-06,119.57,301.337,88.468,17.695,134.005
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_KBL.00.LHT,34.541,69.043,1913.0,SSS,-22.8,2.0,0.91,2461.29,2450.0,2470.21,6.83e-07,3.22e-06,119.57,301.337,88.468,17.695,134.005
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_KBS.00.LHT,78.915,11.938,87.0,SS,0.5,2.65,0.87,2151.61,2153.02,2160.21,7.21e-07,2.3e-06,116.137,358.448,7.789,43.064,-177.107
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_KIP.00.LHT,21.42,-158.011,77.0,S,3.6,1.6,0.97,823.52,830.59,828.21,4.33e-06,5.52e-06,40.224,25.432,206.424,3.134,-166.816
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_KONO.00.LHT,59.649,9.598,-124.0,SSS,7.8,2.95,0.9,2694.53,2715.04,2706.21,9.27e-07,2.33e-06,135.412,356.476,6.725,52.567,179.342
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_LSZ.00.LHT,-15.278,28.188,1200.0,SS,-3.7,1.65,0.85,2468.51,2467.04,2480.21,7.33e-07,2.77e-06,141.783,218.062,141.928,-53.58,106.471
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_LSZ.00.LHT,-15.278,28.188,1200.0,SSS,-11.05,2.15,0.92,2786.0,2786.04,2801.21,5.41e-07,3.31e-06,141.783,218.062,141.928,-53.58,106.471
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_LVC.00.LHT,-22.613,-68.911,2930.0,SS,8.15,2.65,0.88,1916.45,1932.02,1930.21,2.06e-06,3.81e-06,98.791,116.416,249.366,-29.854,-123.798
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_MAJO.00.LHT,36.546,138.204,405.0,S,1.55,1.75,0.96,1194.58,1203.02,1199.21,1.37e-06,2.29e-06,67.691,320.849,130.75,11.594,163.683
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_NWAO.00.LHT,-32.928,117.239,275.0,SS,-11.3,1.9,0.96,1385.71,1384.01,1398.21,8.14e-07,1.31e-06,63.119,240.497,91.337,-28.254,153.611
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_OTAV.00.LHT,0.238,-78.451,3495.0,SSS,6.3,1.35,0.88,2113.06,2130.04,2128.21,4.94e-07,1.69e-06,96.779,91.657,254.732,-11.25,-125.731
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_PAYG.00.LHT,-0.674,-90.286,269.3,SS,8.7,1.45,0.96,1719.73,1742.02,1733.21,1.33e-06,2.6e-06,85.107,89.417,254.822,-10.754,-131.866
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_QSPA.00.LHT,-89.929,144.438,2847.0,SS,7.9,0.85,0.97,1564.78,1583.01,1570.21,4.57e-06,2.47e-06,74.747,180.048,40.265,-52.69,-175.358
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_SFJD.00.LHT,66.996,-50.621,330.0,SSS,-19.75,1.65,0.86,2424.12,2421.01,2436.21,8.06e-07,2.72e-06,117.093,21.203,297.044,39.309,-151.883
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_TSUM.00.LHT,-19.202,17.584,1260.0,SS,-0.9,1.25,1.0,2487.26,2496.02,2499.21,1.11e-06,3e-06,143.404,200.469,159.069,-70.229,106.588
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_WCI.00.LHT,38.229,-86.294,78.0,SS,2.4,2.05,0.95,1913.33,1918.04,1920.21,7.53e-07,1.68e-06,98.568,52.725,257.521,15.91,-136.534
C200801221049A,2008-01-22T10:49:26.800000Z,-15.23,-175.31,13.6,6.12,T,IU_WVT.00.LHT,36.13,-87.83,170.0,SS,4.85,2.0,0.93,1889.84,1895.01,1897.21,7.67e-07,1.41e-06,96.899,54.508,256.35,14.327,-136.405
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_BBSR.00.LHT,32.371,-64.696,-1.3,SS,-7.4,1.4,0.97,2476.46,2477.7,2487.27,3.78e-06,1.24e-05,142.686,334.537,30.563,59.464,44.143
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_BBSR.00.LHT,32.371,-64.696,-1.3,SSS,-4.35,1.65,0.88,2796.43,2808.7,2806.27,2.6e-06,1.36e-05,142.686,334.537,30.563,59.464,44.143
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_BILL.00.LHT,68.065,166.453,320.0,SS,-3.35,1.85,0.86,1664.42,1670.05,1674.27,1.3e-06,3.92e-06,81.532,20.757,251.068,38.619,114.363
