evid,date_time,evt_lat,evt_lon,evt_dep,evt_mag,channel,nslc,stla,stlo,stel,phase,tdelay,tderr,ccmx,ttaup,tp_obs,tp_syn,Ap_obs,Ap_syn,dist,az,baz,mid_lat,mid_lon
C200801010632A,2008-01-01T06:32:32.700000Z,40.34,72.9,19.5,5.58,T,IU_DAV.00.LHT,7.07,125.579,149.0,SSS,5.7,2.4,0.81,1440.97,1464.02,1456.21,3.3e-06,2.42e-06,57.425,110.388,313.87,26.087,102.939
C200801010632A,2008-01-01T06:32:32.700000Z,40.34,72.9,19.5,5.58,T,IU_KIEV.00.LHT,50.701,29.224,140.0,sScSScS,4.4,2.2,0.85,1921.19,1942.04,1935.21,2.32e-07,8.18e-07,31.857,303.791,91.751,47.64,53.174
C200801010632A,2008-01-01T06:32:32.700000Z,40.34,72.9,19.5,5.58,T,IU_PET.00.LHT,53.023,158.65,105.0,SS,-5.4,1.4,0.85,1283.77,1287.01,1298.21,1.43e-07,2.99e-07,56.71,45.985,294.404,55.221,109.548
C200801010632A,2008-01-01T06:32:32.700000Z,40.34,72.9,19.5,5.58,T,IU_ULN.00.LHT,47.865,107.053,1610.0,ScS,11.3,1.95,0.88,985.12,989.04,984.21,2.29e-06,2.44e-06,25.48,61.395,265.582,45.394,88.859
C200801011855A,2008-01-01T18:55:08.900000Z,-5.95,146.94,51.2,6.29,T,IU_JOHN.00.LHT,16.733,-169.529,2.5,S,14.8,2.1,0.92,937.48,960.66,951.23,3.66e-06,6.11e-06,48.634,61.64,246.024,5.808,168.275
C200801011855A,2008-01-01T18:55:08.900000Z,-5.95,146.94,51.2,6.29,T,IU_KBS.00.LHT,78.915,11.938,87.0,SSS,12.45,1.65,0.86,2211.65,2228.04,2222.23,8.7e-07,2.52e-06,103.66,351.936,46.331,45.449,137.925
C200801011855A,2008-01-01T18:55:08.900000Z,-5.95,146.94,51.2,6.29,T,IU_KEV.00.LHT,69.756,27.004,85.0,SS,-22.6,2.25,0.8,2002.1,1993.04,2015.23,3.29e-07,3.29e-06,105.577,341.822,63.397,43.818,126.862
C200801040729A,2008-01-04T07:29:22.900000Z,-3.09,100.69,46.1,6.01,T,IU_BBSR.00.LHT,32.371,-64.696,-1.3,sSSS,-0.75,2.0,0.82,2884.64,2901.01,2893.28,4.52e-07,1.98e-06,147.724,336.724,27.824,60.159,51.21
C200801040729A,2008-01-04T07:29:22.900000Z,-3.09,100.69,46.1,6.01,T,IU_BBSR.00.LHT,32.371,-64.696,-1.3,sScSScSScS,-7.45,2.5,0.91,3382.86,3397.01,3401.28,4.85e-07,7.79e-07,147.724,336.724,27.824,60.159,51.21
C200801040729A,2008-01-04T07:29:22.900000Z,-3.09,100.69,46.1,6.01,T,IU_DAV.00.LHT,7.07,125.579,149.0,sS,1.4,1.9,0.88,631.15,646.03,639.28,6.32e-06,3.19e-06,26.843,67.818,248.7,2.038,113.096
C200801040729A,2008-01-04T07:29:22.900000Z,-3.09,100.69,46.1,6.01,T,IU_LCO.00.LHT,-29.011,-70.7,2300.0,SS,3.15,1.2,0.82,2519.7,2525.05,2524.28,8e-07,1.24e-06,146.918,193.718,164.302,-71.05,56.467
C200801040729A,2008-01-04T07:29:22.900000Z,-3.09,100.69,46.1,6.01,T,IU_LSZ.00.LHT,-15.278,28.188,1200.0,S,3.95,0.2,0.99,1241.92,1247.04,1242.28,1.29e-06,1.66e-06,72.387,254.999,88.438,-11.354,65.16
C200801040729A,2008-01-04T07:29:22.900000Z,-3.09,100.69,46.1,6.01,T,IU_YAK.00.LHT,62.031,129.68,96.0,sSSS,24.75,1.6,0.86,1681.65,1703.02,1689.28,7.59e-07,5.04e-06,68.627,14.183,211.354,30.239,109.87
C200801050156A,2008-01-05T01:56:44.400000Z,13.99,-92.04,45.9,5.62,T,IU_ANMO.00.LHT,34.946,-106.457,1671.0,S,16.35,2.05,0.87,574.7,590.95,580.29,1.54e-06,3.47e-06,24.603,330.574,144.474,24.647,-98.642
C200801050156A,2008-01-05T01:56:44.400000Z,13.99,-92.04,45.9,5.62,T,IU_DWPF.00.LHT,28.11,-81.433,-132.0,sScS,-2.25,0.7,0.96,973.59,977.03,981.29,5.79e-07,9.65e-07,17.182,33.411,217.26,21.136,-86.989
C200801050156A,2008-01-05T01:56:44.400000Z,13.99,-92.04,45.9,5.62,T,IU_KIP.00.LHT,21.42,-158.011,77.0,sSS,14.35,0.7,0.9,1397.15,1422.01,1402.29,7.95e-08,2.41e-07,62.948,287.139,84.746,20.856,-124.259
B200801050729A,2008-01-05T07:29:35.900000Z,-22.87,-68.88,117.3,5.7,T,IU_CTAO.00.LHT,-20.088,146.254,320.0,ScSScSScS,21.55,1.85,0.83,3198.36,3176.05,3180.28,1.23e-07,6.5e-07,125.199,221.17,139.767,-52.693,-143.04
B200801050729A,2008-01-05T07:29:35.900000Z,-22.87,-68.88,117.3,5.7,T,IU_KIP.00.LHT,21.42,-158.011,77.0,sSS,7.95,1.4,0.95,1924.51,1935.01,1927.28,2.85e-07,7.4e-07,97.404,290.022,111.567,-1.021,-113.735
B200801050729A,2008-01-05T07:29:35.900000Z,-22.87,-68.88,117.3,5.7,T,IU_KONO.00.LHT,59.649,9.598,-124.0,SS,2.1,1.9,0.84,1966.58,1972.04,1970.28,2.24e-07,4.1e-07,103.873,30.789,248.675,22.779,-43.016
B200801050729A,2008-01-05T07:29:35.900000Z,-22.87,-68.88,117.3,5.7,T,IU_MAJO.00.LHT,36.546,138.204,405.0,sScSScS,7.0,0.5,0.99,2684.26,2698.02,2691.28,1.02e-07,5.17e-07,152.981,306.686,66.793,26.586,-129.371
B200801050729A,2008-01-05T07:29:35.900000Z,-22.87,-68.88,117.3,5.7,T,IU_OTAV.00.LHT,0.238,-78.451,3495.0,sScS,-21.85,1.65,0.89,1016.08,1002.01,1019.28,1.21e-06,9.75e-07,24.81,336.626,158.548,-11.359,-73.861
B200801050729A,2008-01-05T07:29:35.900000Z,-22.87,-68.88,117.3,5.7,T,IU_OTAV.00.LHT,0.238,-78.451,3495.0,ScSScS,3.45,1.6,0.94,1869.94,1886.01,1877.28,3.18e-07,3.87e-07,24.81,336.626,158.548,-11.359,-73.861
B200801050729A,2008-01-05T07:29:35.900000Z,-22.87,-68.88,117.3,5.7,T,IU_PET.00.LHT,53.023,158.65,105.0,sSSS,-14.45,2.55,0.82,2689.31,2690.01,2694.28,1.7e-07,8.36e-07,133.175,322.497,68.6,31.325,-109.603
B200801050729A,2008-01-05T07:29:35.900000Z,-22.87,-68.88,117.3,5.7,T,IU_SBA.00.LHT,-77.849,166.757,48.0,sSS,3.05,0.65,0.96,1586.32,1591.01,1587.28,2.97e-07,4.86e-07,74.408,190.421,127.847,-59.08,-81.126
B200801050729A,2008-01-05T07:29:35.900000Z,-22.87,-68.88,117.3,5.7,T,IU_TRQA.00.LHT,-38.057,-61.979,439.0,sScS,-3.85,0.95,0.9,986.76,982.02,993.28,5.71e-07,8.13e-07,16.259,160.201,336.668,-30.513,-65.699
C200801051039A,2008-01-05T10:39:16.400000Z,50.94,-131.04,12.0,5.67,T,IU_BBSR.00.LHT,32.371,-64.696,-1.3,S,-4.95,1.2,0.99,980.7,983.03,989.25,3.85e-07,8.86e-07,51.109,84.448,311.981,46.64,-92.456
C200801051039A,2008-01-05T10:39:16.400000Z,50.94,-131.04,12.0,5.67,T,IU_CASY.00.LHT,-66.279,110.535,5.0,SS,4.25,2.0,0.89,2518.56,2530.02,2522.25,1.04e-07,6.72e-07,146.1,219.611,86.277,-13.993,-169.902
C200801051039A,2008-01-05T10:39:16.400000Z,50.94,-131.04,12.0,5.67,T,IU_CASY.00.LHT,-66.279,110.535,5.0,SSS,8.85,2.8,0.86,2847.62,2867.02,2854.25,7.28e-08,7.8e-07,146.1,219.611,86.277,-13.993,-169.902
C200801051039A,2008-01-05T10:39:16.400000Z,50.94,-131.04,12.0,5.67,T,IU_CTAO.00.LHT,-20.088,146.254,320.0,SS,5.25,2.1,0.87,1946.8,1953.05,1952.25,2.43e-07,7.65e-07,100.932,251.821,39.68,20.002,177.797
C200801051039A,2008-01-05T10:39:16.400000Z,50.94,-131.04,12.0,5.67,T,IU_INCN.00.LHT,37.478,126.624,79.0,S,0.75,0.95,0.99,1207.43,1215.02,1215.25,3.08e-07,7.32e-07,68.73,303.641,41.42,56.971,169.698
C200801051039A,2008-01-05T10:39:16.400000Z,50.94,-131.04,12.0,5.67,T,IU_KBL.00.LHT,34.541,69.043,1913.0,SS,3.05,1.95,0.88,1833.76,1838.0,1841.25,2.04e-07,7.41e-07,92.927,343.575,12.504,76.766,112.126
C200801051039A,2008-01-05T10:39:16.400000Z,50.94,-131.04,12.0,5.67,T,IU_KIP.00.LHT,21.42,-158.011,77.0,S,8.0,1.65,0.94,763.68,776.01,767.25,9.78e-07,1.39e-06,36.235,225.669,29.009,36.938,-147.161
C200801051039A,2008-01-05T10:39:16.400000Z,50.94,-131.04,12.0,5.67,T,IU_LSZ.00.LHT,-15.278,28.188,1200.0,SS,-2.35,1.85,0.93,2455.39,2459.04,2460.25,2.2e-07,5.87e-07,140.62,32.438,339.451,49.848,-2.522
C200801051039A,2008-01-05T10:39:16.400000Z,50.94,-131.04,12.0,5.67,T,IU_LVC.00.LHT,-22.613,-68.911,2930.0,SS,8.8,1.4,0.93,1811.08,1831.02,1816.25,2.02e-07,7.29e-07,91.35,125.123,326.001,16.386,-93.51
C200801051039A,2008-01-05T10:39:16.400000Z,50.94,-131.04,12.0,5.67,T,IU_NWAO.00.LHT,-32.928,117.239,275.0,SS,-1.35,1.0,0.92,2304.1,2303.01,2309.25,1.38e-07,5.94e-07,128.065,262.798,48.209,15.568,161.244
C200801051039A,2008-01-05T10:39:16.400000Z,50.94,-131.04,12.0,5.67,T,IU_PET.00.LHT,53.023,158.65,105.0,S,0.1,1.8,0.94,846.08,853.69,853.25,7.53e-07,1.05e-06,41.714,301.422,63.364,57.422,-165.259
C200801051039A,2008-01-05T10:39:16.400000Z,50.94,-131.04,12.0,5.67,T,IU_SJG.00.LHT,18.109,-66.15,420.0,SSS,-16.0,0.15,0.8,1506.68,1495.01,1513.25,5.87e-07,1.32e-06,60.348,97.648,318.838,38.998,-91.28
C200801051039A,2008-01-05T10:39:16.400000Z,50.94,-131.04,12.0,5.67,T,IU_TRQA.00.LHT,-38.057,-61.979,439.0,SS,5.0,2.0,0.92,2034.59,2040.02,2040.25,1.02e-07,7.03e-07,107.321,129.382,321.755,7.827,-92.152
C200801051039A,2008-01-05T10:39:16.400000Z,50.94,-131.04,12.0,5.67,T,IU_YAK.00.LHT,62.031,129.68,96.0,S,1.3,1.55,0.98,972.45,980.02,978.25,9.88e-07,1.41e-06,50.514,323.032,53.853,66.498,-170.91
C200801051039A,2008-01-05T10:39:16.400000Z,50.94,-131.04,12.0,5.67,T,IU_YSS.00.LHT,46.959,142.76,148.0,S,1.25,0.95,0.99,1014.51,1022.04,1021.25,5.34e-07,9.47e-07,53.576,302.009,51.542,57.552,-176.273
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_ADK.00.LHT,51.882,-176.684,130.0,ScSScSScS,7.75,1.6,0.94,2826.05,2830.01,2815.26,4.28e-06,2.35e-05,27.927,289.622,73.331,53.734,-153.759
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_ANMO.00.LHT,34.946,-106.457,1671.0,ScSScSScS,8.6,1.75,0.92,2820.21,2837.02,2828.26,5.49e-06,1.65e-05,24.092,122.486,319.708,43.698,-117.186
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_BILL.00.LHT,68.065,166.453,320.0,S,4.45,2.2,0.93,727.89,737.05,732.26,2.32e-05,3.21e-05,33.905,323.48,87.891,63.07,-153.68
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_BILL.00.LHT,68.065,166.453,320.0,ScSScS,16.8,2.65,0.9,1917.62,1917.05,1922.26,5.71e-06,3.8e-05,33.905,323.48,87.891,63.07,-153.68
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_CASY.00.LHT,-66.279,110.535,5.0,SSS,9.6,0.55,0.94,2848.33,2867.02,2856.26,1.23e-06,1.54e-05,146.151,219.763,85.906,-13.823,-170.224
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_CHTO.00.LHT,18.814,98.944,420.0,SS,3.6,2.2,0.93,1900.08,1911.0,1909.26,5.45e-06,1.83e-05,97.595,312.929,29.108,56.65,140.524
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_GRFO.00.LHT,49.691,11.22,384.0,S,-0.55,2.2,0.84,1273.65,1283.67,1278.26,4.5e-06,7.37e-06,74.473,24.166,336.588,75.104,-57.494
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_HNR.00.LHT,-9.439,159.948,99.0,SS,7.25,1.8,0.91,1709.58,1716.65,1715.26,4.63e-06,1.79e-05,84.389,247.686,36.152,24.592,-174.27
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_INCN.00.LHT,37.478,126.624,79.0,S,1.6,0.8,0.99,1205.06,1213.02,1213.26,5.37e-06,1.57e-05,68.531,303.457,41.343,56.985,169.501
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_KEV.00.LHT,69.756,27.004,85.0,ScSScS,8.4,0.65,0.96,2010.68,2027.01,2017.26,2.66e-05,0.000125,58.294,8.693,344.098,79.069,-108.495
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_KIP.00.LHT,21.42,-158.011,77.0,S,8.45,0.7,0.97,764.13,777.01,768.26,1.49e-05,2.86e-05,36.265,225.228,28.655,37.013,-147.265
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_MAJO.00.LHT,36.546,138.204,405.0,S,1.0,1.25,0.92,1135.78,1140.02,1142.26,6.4e-06,1.38e-05,62.861,295.358,44.974,53.583,176.442
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_MIDW.00.LHT,28.216,-177.37,17.0,S,5.15,1.75,0.97,840.55,851.05,844.26,1.37e-05,3.13e-05,41.34,254.408,43.405,41.972,-158.38
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_NWAO.00.LHT,-32.928,117.239,275.0,SSS,1.3,1.15,0.86,2586.25,2599.01,2596.26,2.41e-06,9.74e-06,127.961,262.787,47.974,15.666,161.043
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_PET.00.LHT,53.023,158.65,105.0,S,0.9,1.2,0.97,843.18,851.01,850.26,1.63e-05,2.2e-05,41.517,301.177,63.244,57.47,-165.436
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_POHA.00.LHT,19.757,-155.533,1989.0,S,6.65,0.7,0.97,770.41,783.01,774.26,1.43e-05,2.66e-05,36.676,220.478,25.706,36.046,-145.838
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_RAO.00.LHT,-29.245,-177.929,59.5,SS,6.95,2.25,0.85,1791.78,1800.16,1801.26,5.34e-06,1.85e-05,90.013,219.544,27.302,11.906,-158.601
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_RAO.00.LHT,-29.245,-177.929,59.5,ScSScS,-13.5,1.5,0.92,2187.99,2200.16,2211.26,7.98e-06,5.25e-05,90.013,219.544,27.302,11.906,-158.601
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_RAR.00.LHT,-21.212,-159.773,28.0,SS,6.7,1.5,0.84,1588.76,1608.02,1597.26,1.97e-06,9.76e-06,76.301,207.347,18.051,15.438,-148.338
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_SFJD.00.LHT,66.996,-50.621,330.0,S,-1.2,1.55,0.98,835.23,837.04,839.26,9.65e-06,2.19e-05,40.982,36.148,288.757,65.026,-102.08
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_TARA.00.LHT,1.355,172.923,19.0,S,3.9,3.05,0.87,1200.77,1209.01,1205.26,1.26e-05,2.42e-05,68.171,243.111,34.142,29.029,-166.037
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_TARA.00.LHT,1.355,172.923,19.0,SS,5.85,1.9,0.89,1464.51,1470.01,1471.26,5.24e-06,1.39e-05,68.171,243.111,34.142,29.029,-166.037
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_TIXI.00.LHT,71.634,128.867,40.0,S,2.35,1.4,0.97,899.15,908.05,905.26,2.32e-05,3.28e-05,45.343,334.035,60.637,69.331,-159.681
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_TRIS.00.LHT,-37.068,-12.315,58.0,SS,0.45,2.95,0.82,2391.98,2414.01,2400.26,5.37e-07,7.65e-06,135.265,96.167,308.472,13.482,-60.338
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_TSUM.00.LHT,-19.202,17.584,1260.0,SS,-2.8,1.25,0.96,2445.13,2449.0,2454.26,2.85e-06,1.48e-05,139.743,48.928,329.866,41.061,-20.969
C200801051101A,2008-01-05T11:01:11.400000Z,51.11,-131.24,12.0,6.59,T,IU_YSS.00.LHT,46.959,142.76,148.0,ScS,13.1,1.0,0.88,1148.63,1173.04,1158.26,4.27e-06,7.9e-06,53.378,301.795,51.445,57.586,-176.463
C200801051144A,2008-01-05T11:44:51.200000Z,50.85,-130.92,12.0,6.42,T,IU_BILL.00.LHT,68.065,166.453,320.0,S,4.05,1.7,0.95,732.97,742.27,737.22,1.26e-05,1.81e-05,34.234,323.716,87.876,62.981,-153.377
C200801051144A,2008-01-05T11:44:51.200000Z,50.85,-130.92,12.0,6.42,T,IU_BILL.00.LHT,68.065,166.453,320.0,ScSScS,15.8,2.4,0.87,1918.58,1931.27,1932.22,5.85e-06,1.93e-05,34.234,323.716,87.876,62.981,-153.377
C200801051144A,2008-01-05T11:44:51.200000Z,50.85,-130.92,12.0,6.42,T,IU_JOHN.00.LHT,16.733,-169.529,2.5,SSS,23.4,2.05,0.94,1163.41,1151.02,1165.22,0.000102,1.96e-05,45.898,236.425,33.383,35.301,-154.323
C200801051144A,2008-01-05T11:44:51.200000Z,50.85,-130.92,12.0,6.42,T,IU_KIP.00.LHT,21.42,-158.011,77.0,S,7.9,2.4,0.92,763.56,774.19,768.22,1.62e-05,1.75e-05,36.227,225.923,29.208,36.9,-147.1
C200801051144A,2008-01-05T11:44:51.200000Z,50.85,-130.92,12.0,6.42,T,IU_MIDW.00.LHT,28.216,-177.37,17.0,S,3.8,2.65,0.82,842.42,850.05,847.22,1.09e-05,1.65e-05,41.466,255.001,43.865,41.876,-158.185
C200801051144A,2008-01-05T11:44:51.200000Z,50.85,-130.92,12.0,6.42,T,IU_PAYG.00.LHT,-0.674,-90.286,269.3,S,4.55,2.25,0.82,1123.14,1136.02,1126.22,5.28e-06,1.13e-05,61.858,132.326,332.112,26.502,-105.839
C200801051144A,2008-01-05T11:44:51.200000Z,50.85,-130.92,12.0,6.42,T,IU_PET.00.LHT,53.023,158.65,105.0,S,1.0,2.55,0.91,847.74,858.89,854.22,8.77e-06,1.29e-05,41.825,301.557,63.42,57.399,-165.158
C200801051144A,2008-01-05T11:44:51.200000Z,50.85,-130.92,12.0,6.42,T,IU_SFJD.00.LHT,66.996,-50.621,330.0,S,-1.2,1.2,0.99,836.59,838.04,841.22,7.89e-06,1.33e-05,41.073,36.033,288.275,64.856,-101.982
C200801051144A,2008-01-05T11:44:51.200000Z,50.85,-130.92,12.0,6.42,T,IU_YSS.00.LHT,46.959,142.76,148.0,S,2.4,0.95,0.95,1016.03,1025.04,1022.22,8.16e-06,1.17e-05,53.688,302.128,51.587,57.538,-176.166
C200801051955A,2008-01-05T19:55:36.800000Z,-62.36,-155.58,13.6,5.67,T,IU_ANMO.00.LHT,34.946,-106.457,1671.0,SS,-0.75,1.25,0.86,1998.75,2009.55,2009.24,2.44e-07,7.05e-07,104.726,40.015,201.375,-14.985,-123.809
C200801051955A,2008-01-05T19:55:36.800000Z,-62.36,-155.58,13.6,5.67,T,IU_GNI.00.LHT,40.148,44.741,1509.0,SS,-2.1,3.0,0.85,2611.98,2615.85,2623.24,2.64e-07,6.19e-07,154.548,218.093,157.982,-33.616,70.701
C200801051955A,2008-01-05T19:55:36.800000Z,-62.36,-155.58,13.6,5.67,T,IU_HNR.00.LHT,-9.439,159.948,0.0,S,-1.7,0.95,0.96,1121.91,1127.25,1131.24,7.42e-07,9.97e-07,61.795,308.29,158.281,-37.793,173.828
C200801051955A,2008-01-05T19:55:36.800000Z,-62.36,-155.58,13.6,5.67,T,IU_LVC.00.LHT,-22.613,-68.911,2930.0,SS,7.1,0.6,0.92,1471.53,1482.5,1474.24,3.49e-07,4.21e-07,68.653,98.167,209.902,-50.303,-94.939
C200801051955A,2008-01-05T19:55:36.800000Z,-62.36,-155.58,13.6,5.67,T,IU_NWAO.00.LHT,-32.928,117.239,275.0,S,5.5,0.85,0.83,1100.05,1115.24,1105.24,3.17e-07,2.47e-07,60.081,255.513,147.588,-55.641,145.528
C200801051955A,2008-01-05T19:55:36.800000Z,-62.36,-155.58,13.6,5.67,T,IU_PMSA.00.LHT,-64.774,-64.049,40.0,S,9.1,1.05,0.99,780.71,790.62,782.24,9.25e-07,1.22e-06,37.381,135.247,230.021,-70.864,-112.304
C200801051955A,2008-01-05T19:55:36.800000Z,-62.36,-155.58,13.6,5.67,T,IU_PTCN.00.LHT,-25.071,-130.095,218.0,S,1.9,2.55,0.91,834.97,843.86,841.24,1.04e-06,1.32e-06,40.993,36.515,197.781,-44.386,-138.676
C200801051955A,2008-01-05T19:55:36.800000Z,-62.36,-155.58,13.6,5.67,T,IU_RSSD.00.LHT,44.121,-104.036,2022.7,SS,4.95,2.3,0.92,2122.31,2133.61,2132.24,2.55e-07,6.55e-07,113.907,38.14,203.548,-10.123,-123.89
C200801051955A,2008-01-05T19:55:36.800000Z,-62.36,-155.58,13.6,5.67,T,IU_TRQA.00.LHT,-38.057,-61.979,439.0,S,2.65,1.75,0.99,1080.95,1085.4,1085.24,6.25e-07,1.09e-06,58.605,112.816,212.944,-59.436,-93.42
C200801051955A,2008-01-05T19:55:36.800000Z,-62.36,-155.58,13.6,5.67,T,IU_TRQA.00.LHT,-38.057,-61.979,439.0,SS,3.55,2.05,0.82,1315.09,1314.4,1319.24,2.83e-07,8.31e-07,58.605,112.816,212.944,-59.436,-93.42
C200801051955A,2008-01-05T19:55:36.800000Z,-62.36,-155.58,13.6,5.67,T,IU_WCI.00.LHT,38.229,-86.294,78.0,SS,2.65,0.55,0.89,2130.92,2135.61,2143.24,1.55e-07,4.93e-07,114.56,54.162,208.646,-14.443,-110.861
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_CASY.00.LHT,-66.279,110.535,5.0,SS,7.2,2.0,0.87,2215.2,2225.02,2216.25,6.42e-07,3.32e-06,122.328,151.454,288.664,-19.191,49.124
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_CASY.00.LHT,-66.279,110.535,5.0,sScSScSScS,17.2,1.4,0.89,3230.73,3232.02,3214.25,2.66e-07,2.57e-06,122.328,151.454,288.664,-19.191,49.124
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_CHTO.00.LHT,18.814,98.944,420.0,SSS,2.6,2.15,0.89,1643.23,1659.02,1657.25,2.26e-06,6.81e-06,68.015,82.437,303.142,33.89,64.679
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_COLA.00.LHT,64.874,-147.862,200.0,SS,0.95,0.9,0.87,1600.06,1614.01,1603.25,9.93e-07,1.42e-06,78.092,355.987,7.554,75.69,12.636
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_KBS.00.LHT,78.915,11.938,87.0,sScS,-2.7,0.8,0.94,1100.54,1095.02,1104.25,4.59e-06,4.55e-06,42.235,356.878,166.95,58.054,20.752
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_KBS.00.LHT,78.915,11.938,87.0,sScSScS,0.55,2.1,0.87,1970.61,1985.02,1977.25,1.41e-06,1.58e-06,42.235,356.878,166.95,58.054,20.752
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_KEV.00.LHT,69.756,27.004,85.0,ScSScSScS,24.35,1.95,0.91,2815.69,2826.01,2809.25,6.24e-07,9.11e-07,32.879,2.644,186.102,53.405,24.121
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_KIP.00.LHT,21.42,-158.011,77.0,SS,1.85,3.15,0.84,2208.01,2216.01,2208.25,5.5e-07,1.72e-06,121.763,0.959,359.176,82.24,-163.327
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_LSZ.00.LHT,-15.278,28.188,1200.0,sS,1.8,2.85,0.81,1019.36,1011.04,1019.25,1.56e-06,2.71e-06,52.259,173.496,354.612,10.883,25.778
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_MAJO.00.LHT,36.546,138.204,405.0,sSS,15.55,1.9,0.82,1746.67,1752.02,1751.25,2.32e-07,2.57e-06,85.396,46.743,313.598,54.463,80.792
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_MBWA.00.LHT,-21.159,119.731,88.0,sSdiff,-6.95,1.7,0.84,1609.0,1622.01,1606.25,1.83e-07,7.71e-07,107.79,103.264,303.447,11.843,76.265
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_MBWA.00.LHT,-21.159,119.731,88.0,SS,3.2,2.0,0.87,2024.51,2035.01,2026.25,1.24e-06,3.22e-06,107.79,103.264,303.447,11.843,76.265
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_NWAO.00.LHT,-32.928,117.239,275.0,SS,-0.35,1.55,0.89,2082.58,2081.01,2087.25,6.84e-07,3.31e-06,112.124,115.136,300.481,2.996,71.58
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_SFJD.00.LHT,66.996,-50.621,330.0,sSS,-5.3,1.95,0.83,1203.45,1223.04,1221.25,2.7e-06,1.12e-05,50.137,330.679,87.988,57.148,0.462
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_SJG.00.LHT,18.109,-66.15,420.0,sScSScSScS,-17.35,2.7,0.89,3004.17,2993.64,3010.25,4.44e-07,1.38e-06,78.584,284.175,54.648,36.138,-26.49
C200801060514A,2008-01-06T05:14:23.700000Z,36.98,22.87,92.4,6.17,T,IU_TATO.00.LHT,24.974,121.497,77.1,sScSScS,13.45,2.15,0.81,2162.67,2174.65,2164.25,8.3e-07,1.41e-06,81.794,64.877,307.025,42.625,76.367
